record_id,timestamp,client_ip,field_a,field_b,field_c,field_d,field_e,field_f,dataset_split,is_anomaly
66eadd17-c3be-482b-b9a4-fe6ea9642625,2026-05-01 06:59:36,192.168.3.165,POST,/api/v1/products,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,85.11,,train,0
70817fc5-a90d-4236-9ce0-9cec8b05dcf4,2026-05-01 05:23:41,192.168.5.111,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",117.79,,train,0
980843ca-03ec-4bf3-a7f0-43dd72c93959,2026-05-01 06:31:55,192.168.7.39,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",99.86,,train,0
457cf51c-51de-4c4a-91e6-9de24be7e86f,2026-05-01 06:14:10,192.168.6.191,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",116.71,,train,0
6069217e-e9c0-4d2b-86ee-7b373ed0478e,2026-05-01 07:25:28,192.168.2.34,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",107.63,,train,0
a1fa6192-c8d8-46bc-9389-3f46131cb047,2026-05-01 11:48:03,192.168.6.82,GET,/api/v1/auth/login,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,231.69,,test,0
fb66e3c7-8cbf-4315-ace3-fbf4691e8187,2026-05-01 07:41:40,192.168.10.198,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",131.41,,train,0
d6b07a55-e57a-4551-a60e-383bdc599934,2026-05-01 05:45:06,192.168.10.114,GET,/api/v1/users/profile,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,81.45,,train,0
ecd77beb-fbd6-4f7a-9c1c-234928425a7b,2026-05-01 02:23:50,192.168.4.170,POST,/api/v1/products,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",257.34,,train,0
1c52ddb0-3fce-484f-9ae6-c57dc221d412,2026-05-01 04:26:03,192.168.5.237,GET,/api/v1/dashboard/stats,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,207.49,,train,0
d0924d15-7c36-4704-ab66-0618e8fbd102,2026-05-01 06:40:43,192.168.5.144,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",62.32,,train,0
4543490c-6fdb-4864-bca7-3cf6385417c5,2026-05-01 02:53:21,192.168.6.44,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",87.0,,train,0
182e2ef3-d67d-4a08-91fe-a21091fa722f,2026-05-01 01:16:05,192.168.2.11,POST,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",122.63,,train,0
c8c5f976-0b91-428f-aa4a-e82789f57147,2026-05-01 07:26:30,192.168.5.46,GET,/api/v1/products,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",170.62,,train,0
744495dc-6cb7-491b-a73b-c8b9b489fecd,2026-05-01 01:19:59,192.168.7.249,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",146.74,,train,0
dba96135-e71e-4571-aef9-bd5c84c29b73,2026-05-01 01:51:43,192.168.9.9,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",73.76,,train,0
42d6de3a-c50f-4ee7-b8a3-29271534e32d,2026-05-01 07:42:44,192.168.4.52,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",116.08,,train,0
e007e818-200a-4077-bef7-5db7d994b6d8,2026-05-01 07:11:54,192.168.9.114,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",194.21,,train,0
6f9c94fd-a948-445b-9a3c-52b8cc030d91,2026-05-01 00:42:46,192.168.10.164,GET,/api/v1/notifications,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,127.55,,train,0
9aee0589-322c-4d75-9c81-b2acce133ad5,2026-05-01 12:32:14,192.168.7.190,POST,/api/v1/notifications,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",115.38,,test,0
d3fa050f-8705-487c-9767-324be5d3e121,2026-05-01 09:08:29,192.168.5.176,POST,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",113.02,,test,0
12971a87-f6ae-4523-a1ce-b0e650ce3277,2026-05-01 04:40:45,192.168.9.17,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",276.26,,train,0
fd1fa43c-cf58-4095-bf91-572a56bbc0c2,2026-05-01 00:29:38,192.168.1.24,POST,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",171.25,,train,0
26175c72-3bf9-44d0-8d45-23731fc52635,2026-05-01 00:51:37,192.168.8.9,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",310.47,,train,0
ce28d71d-190d-445b-9dc5-42e85941166c,2026-05-01 07:27:13,192.168.7.57,GET,/api/v1/dashboard/stats,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,90.3,,train,0
11f42eb2-ff68-4ad8-b3fb-a8dcd9def126,2026-05-01 04:02:51,192.168.1.244,POST,/api/v1/checkout,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,126.27,,train,0
07d935f3-cf68-4e0b-aaa8-c4319b11dd28,2026-05-01 06:12:33,192.168.8.156,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",119.62,,train,0
25691aea-ea40-40b2-90b6-d56ba8c119e4,2026-05-01 12:23:59,192.168.7.27,GET,/api/v1/products,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",195.63,,test,0
786fe46a-b5de-4523-8679-a68336c7122d,2026-05-01 09:45:37,192.168.9.101,POST,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",107.28,,test,0
d4461081-89f9-4c47-b6f3-6ca242602dc7,2026-05-01 10:08:40,192.168.7.18,GET,/api/v1/dashboard/stats,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,215.32,,test,0
de816137-ccbd-436c-a530-6e0298ce70cb,2026-05-01 12:22:36,192.168.10.116,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",115.01,,test,0
96d8c6c5-5366-41b4-860f-169940c8707f,2026-05-01 02:41:45,192.168.2.5,POST,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",190.08,,train,0
5445d2b4-2c11-4835-b263-80bf7a54c804,2026-05-01 05:41:38,192.168.10.243,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",76.5,,train,0
fbf1b311-c43d-4b23-b5da-b7c1022f2c20,2026-05-01 06:57:10,192.168.3.245,GET,/api/v1/dashboard/stats,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,126.01,,train,0
4144b836-98ff-4906-874b-bb5b2447eaf0,2026-05-01 09:17:43,192.168.4.54,POST,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",147.03,,test,0
d780fd0f-e802-4ac7-9338-bab086dafa88,2026-05-01 00:44:30,192.168.6.12,POST,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",86.61,,train,0
7cef8a9b-326d-49a1-9ac1-db34e420a7e0,2026-05-01 11:04:02,192.168.10.91,GET,/api/v1/notifications,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",162.98,,test,0
799ae7fa-b25b-486e-a1d8-021670b41fe1,2026-05-01 00:15:47,192.168.7.126,POST,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",215.17,,train,0
b3b63ebc-1055-4778-8fd7-81f0e6c709e3,2026-05-01 08:06:53,192.168.9.40,POST,/static/css/main.css,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",160.04,,train,0
ef449d37-cb5a-4ce3-9dc7-a49a9bf44de8,2026-05-01 08:41:59,192.168.9.220,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",57.43,,train,0
5c87e9c5-69af-4e2b-95d5-d83944acef0b,2026-05-01 09:52:09,192.168.9.117,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",207.67,,test,0
59a5ea6b-3983-4e6a-aa8c-c6d4e66287f7,2026-05-01 12:55:16,192.168.9.70,GET,/api/v1/notifications,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",141.74,,test,0
a0e82877-1e13-4b82-9f8b-204b93dabce6,2026-05-01 12:18:11,192.168.8.254,POST,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",113.95,,test,0
0d47e1f7-cb12-4639-838a-6ff82fc54aed,2026-05-01 06:36:59,192.168.3.209,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",79.59,,train,0
67a1f75b-4b2e-49dc-9476-9ad3614d77b0,2026-05-01 03:28:34,192.168.6.251,POST,/api/v1/users/profile,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,175.64,,train,0
8319f249-aac0-456f-a50f-dc97e574cdd0,2026-05-01 10:25:58,192.168.7.198,POST,/api/v1/dashboard/stats,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,172.73,,test,0
7656db74-730e-4969-95d4-90d3e03c1ac1,2026-05-01 05:38:06,192.168.7.182,GET,/api/v1/products,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,104.84,,train,0
43b2e4a5-c066-4f60-9d39-057f2fa4f0d7,2026-05-01 08:56:52,10.31.50.151,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",294.44,,train,1
7a7f3eb0-1bcb-467b-bec7-a831ec28e0bb,2026-05-01 10:13:04,192.168.8.149,POST,/api/v1/products,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",92.87,,test,0
0ce5e12b-0004-44f3-bbf5-82d0b52f79de,2026-05-01 01:00:42,192.168.7.248,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",81.74,,train,0
36070bc1-ba55-4098-a067-f456c69ada8b,2026-05-01 04:18:20,192.168.5.49,GET,/static/css/main.css,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,153.52,,train,0
36f222e0-4365-489e-a33f-7395877fc9df,2026-05-01 03:05:09,192.168.1.212,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",123.47,,train,0
0387f48b-ae9c-456a-b0d4-bed4fdd4e487,2026-05-01 10:04:37,192.168.7.94,GET,/api/v1/checkout,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",186.49,,test,0
c409e5fb-91db-4fc1-b41c-6cae06cf19ba,2026-05-01 05:23:49,192.168.9.92,GET,/api/v1/products,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,213.19,,train,0
66abaf6a-743d-46d1-ba46-0597e6424e90,2026-05-01 03:12:27,192.168.8.246,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",63.53,,train,0
b821e5bc-4d13-479d-bbce-569eb8cda80e,2026-05-01 06:46:22,192.168.1.87,GET,/api/v1/notifications,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",102.71,,train,0
0d70b888-465d-4c56-b959-5590f1a8bde1,2026-05-01 09:55:31,192.168.6.104,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",144.78,,test,0
6779e65c-f74c-4aef-b297-729a73bc2651,2026-05-01 12:15:52,192.168.10.34,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",210.5,,test,0
9d480983-27ba-4178-9b0a-5a4d6041b2da,2026-05-01 10:47:13,192.168.4.113,POST,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",141.69,,test,0
2fc83c65-da50-4759-adc3-d3d24a9c627e,2026-05-01 05:45:28,192.168.6.142,POST,/api/v1/settings,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",96.67,,train,0
0c4684f3-1816-406c-a7c6-dcd4128dbb23,2026-05-01 04:22:15,192.168.10.32,POST,/api/v1/products,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",110.09,,train,0
1dbe11c8-010c-474e-bd38-d9d7e1c36e29,2026-05-01 00:54:52,192.168.7.120,POST,/api/v1/settings,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,69.25,,train,0
ebbbca6c-f6a6-4c59-bcbc-952c8f4817c6,2026-05-01 03:10:41,192.168.1.52,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",141.7,,train,0
ebd32839-e648-4870-9cd9-9bf9ec0356ac,2026-05-01 03:08:47,192.168.8.171,POST,/api/v1/products,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,193.24,,train,0
9b013a5c-ddef-41d7-b20d-2ac6c01a0af3,2026-05-01 04:01:59,192.168.8.165,POST,/api/v1/notifications,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",106.24,,train,0
d6b1c719-93fa-4189-b0d5-77927af0f325,2026-05-01 01:21:11,192.168.3.14,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",49.93,,train,0
2d61afc0-ffb0-4842-968f-cdd1e551a9b0,2026-05-01 05:32:17,192.168.7.133,POST,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",94.96,,train,0
f2a51031-df3d-453b-8db5-b5520386cf3c,2026-05-01 06:04:11,192.168.2.182,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",282.17,,train,0
4c551fd0-2e99-4f6b-a6c8-951b19fbe6ff,2026-05-01 13:02:50,192.168.3.137,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",114.46,,test,0
4238d47d-be7f-4856-a46d-3594be7aeac7,2026-05-01 11:24:55,192.168.1.77,GET,/api/v1/notifications,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",189.54,,test,0
8dcd6974-d500-4de0-97ea-4c49dbece2e5,2026-05-01 00:04:11,192.168.4.17,GET,/api/v1/auth/login,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",306.78,,train,0
280cb879-d09f-44df-b54a-73cc7fbb9316,2026-05-01 13:00:03,192.168.8.134,GET,/static/css/main.css,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",210.95,,test,0
27b1c6a1-e662-4384-95c2-8cc8a9a6bf12,2026-05-01 09:09:24,192.168.4.174,GET,/api/v1/settings,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",166.81,,test,0
d45c76c6-1d75-4442-b2d4-9399e7cd37fa,2026-05-01 06:29:28,192.168.9.220,POST,/static/css/main.css,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",176.36,,train,0
198bd534-52f6-4d16-87e0-e2abb05df478,2026-05-01 09:39:30,192.168.8.108,POST,/api/v1/checkout,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",88.68,,test,0
13b1cbdd-8b3e-4ca6-9181-859c582f5d51,2026-05-01 09:23:12,192.168.6.238,GET,/api/v1/dashboard/stats,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",95.64,,test,0
3e5f3e9b-3f6e-46dd-8d02-af5abfea46d0,2026-05-01 04:03:59,192.168.3.128,GET,/api/v1/users/profile,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",122.66,,train,0
e4315ff0-03e7-49e5-b43c-6297d73555a4,2026-05-01 11:49:52,192.168.8.182,GET,/api/v1/settings,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,272.98,,test,0
d50edbb2-f1b2-420c-9a67-cabff1433c28,2026-05-01 09:07:57,192.168.4.198,GET,/api/v1/notifications,ALLOW,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",205.82,,test,0
aaf25f77-b46a-4f66-8666-7ded0464f46f,2026-05-01 08:47:44,192.168.8.238,GET,/api/v1/cart/items,ALLOW,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",212.39,,train,0
bef88e22-af3e-41a1-993e-a33fe3356e25,2026-05-01 02:00:57,192.168.1.147,POST,/api/v1/notifications,ALLOW,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,176.47,,train,0
ce6d40a3-a04e-4e68-a253-3495f694ae5a,2026-05-01 01:01:29,192.168.8.254,POST,/api/v1/notifications,ALLOW,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",123.67,,train,0
